Date,Price,Open,High,Low,Vol.,Change %,Sort Order
10/07/2009,16,16,16,16,241.00K,0.00%,3162
10/08/2009,16.2,15.97,16.2,15.97,282.00K,1.25%,3161
10/09/2009,16.18,16.2,16.2,16,214.00K,-0.12%,3160
10/12/2009,16.1,16,16.1,16,77.00K,-0.49%,3159
10/13/2009,16.2,16,16.25,16,691.00K,0.62%,3158
10/14/2009,16.2,16.3,16.3,16.2,96.00K,0.00%,3157
10/15/2009,16.18,16.2,16.2,16.18,26.00K,-0.12%,3156
10/16/2009,16.15,16.2,16.2,16,69.00K,-0.19%,3155
10/19/2009,15.78,15.7,15.9,14.53,104.00K,-2.29%,3154
10/20/2009,15.1,15.6,15.9,15.03,298.00K,-4.31%,3153
10/21/2009,15.4,15.1,15.6,14.93,496.00K,1.99%,3152
10/22/2009,15.25,15.25,15.4,15.25,41.00K,-0.97%,3151
10/23/2009,15.4,14.8,15.5,14.8,63.00K,0.98%,3150
10/26/2009,15.4,15.53,15.53,15.4,95.00K,0.00%,3149
10/27/2009,15.4,15.4,15.4,15.4,989.00K,0.00%,3148
10/28/2009,15.3,15.4,15.4,15.3,11.00K,-0.65%,3147
10/29/2009,15.3,15.3,15.3,15.3,4.00K,0.00%,3146
10/30/2009,15.38,15.3,15.4,15.3,62.00K,0.52%,3145
11/03/2009,15.32,15.5,15.5,15.2,231.00K,-0.39%,3144
11/04/2009,15.07,15.3,15.3,14.8,74.00K,-1.63%,3143
11/05/2009,15,15.2,15.3,15,599.00K,-0.46%,3142
11/06/2009,15.5,15.2,15.6,15.2,192.00K,3.33%,3141
11/09/2009,15.5,15.5,15.5,15.5,11.00K,0.00%,3140
11/10/2009,15.45,15.5,15.55,15,446.00K,-0.32%,3139
11/11/2009,15.45,15.5,15.5,15.45,26.00K,0.00%,3138
11/12/2009,15.68,15.68,15.68,15.68,1.00K,1.49%,3137
11/13/2009,15.97,15.68,16,15.68,151.00K,1.85%,3136
11/16/2009,16.15,16.1,16.2,16.1,9.00K,1.13%,3135
11/17/2009,16.15,16.15,16.15,16.15,,0.00%,3134
11/18/2009,15.65,15.9,15.97,15.6,24.00K,-3.10%,3133
11/19/2009,15.65,15.65,15.65,15.65,1.00K,0.00%,3132
11/20/2009,15.65,15.65,15.65,15.65,,0.00%,3131
11/23/2009,15.62,15.65,15.97,15.6,72.00K,-0.19%,3130
11/24/2009,15.53,15.8,15.8,15.53,46.00K,-0.58%,3129
11/25/2009,15.12,15.03,15.4,15,18.00K,-2.64%,3128
11/26/2009,15.2,15.4,15.4,15.2,30.00K,0.53%,3127
11/27/2009,15.4,15.4,15.4,15.4,12.00K,1.32%,3126
11/30/2009,15.7,15.4,15.7,15.4,22.00K,1.95%,3125
12/02/2009,15.7,15.7,15.7,15.7,,0.00%,3124
12/03/2009,15.53,15.5,15.6,15.5,25.00K,-1.08%,3123
12/04/2009,15.6,15.6,15.6,15.6,65.00K,0.45%,3122
12/07/2009,15.7,15.6,15.7,15.6,12.00K,0.64%,3121
12/08/2009,15.72,15.72,15.72,15.72,221.00K,0.13%,3120
12/09/2009,15.72,15.72,15.72,15.72,,0.00%,3119
12/10/2009,15.7,15.9,15.9,15.7,52.00K,-0.13%,3118
12/11/2009,15.97,15.97,16,15.97,185.00K,1.72%,3117
12/14/2009,16.2,16,16.48,16,78.00K,1.44%,3116
12/15/2009,16.43,16.5,16.5,16.4,689.00K,1.42%,3115
12/16/2009,16.5,16.48,16.7,16.48,1.66M,0.43%,3114
12/17/2009,17.02,16.52,17.25,16.52,1.48M,3.15%,3113
12/18/2009,17.23,17,17.25,17,340.00K,1.23%,3112
12/21/2009,17.6,17.35,17.75,17.25,1.15M,2.15%,3111
12/22/2009,17.9,17.9,17.9,17.75,357.00K,1.70%,3110
12/23/2009,17.57,18,18.25,17.5,229.00K,-1.84%,3109
12/24/2009,17.5,17.52,17.55,17.5,534.00K,-0.40%,3108
12/28/2009,17.4,17.35,17.5,17.35,13.00K,-0.57%,3107
12/29/2009,17.3,17.4,17.4,17.3,111.00K,-0.57%,3106
12/30/2009,17.18,17.2,17.2,17.05,695.00K,-0.69%,3105
01/04/2010,17.4,17.2,17.65,17.2,420.00K,1.28%,3104
01/05/2010,17.95,17.65,18,17.62,284.00K,3.16%,3103
01/06/2010,18.15,18,18.18,17.9,1.16M,1.11%,3102
01/07/2010,18.5,18.15,18.5,18.05,643.00K,1.93%,3101
01/08/2010,18.8,18.5,18.9,18.5,148.00K,1.62%,3100
01/11/2010,18.7,18.8,18.8,18.7,438.00K,-0.53%,3099
01/12/2010,18.55,18.6,18.6,18.5,138.00K,-0.80%,3098
01/13/2010,18.5,18.55,18.55,18.4,6.00K,-0.27%,3097
01/15/2010,18.57,18.5,18.9,18.2,902.00K,0.38%,3096
01/18/2010,18.5,18.5,18.8,18.5,356.00K,-0.38%,3095
01/19/2010,18,18.5,18.5,18,152.00K,-2.70%,3094
01/20/2010,18.52,18.5,18.7,18.48,503.00K,2.89%,3093
01/21/2010,18.55,18.5,18.6,18.4,1.04M,0.16%,3092
01/22/2010,18.62,18.55,18.7,18.55,368.00K,0.38%,3091
01/25/2010,18.6,18.8,18.9,18.6,238.00K,-0.11%,3090
01/26/2010,18.68,18.6,18.93,18.6,54.00K,0.43%,3089
01/28/2010,19.02,18.8,19.2,18.6,132.00K,1.82%,3088
02/01/2010,19.2,19.2,19.3,19.2,12.00K,0.95%,3087
02/02/2010,19.8,19.2,20.15,19.2,520.00K,3.12%,3086
02/03/2010,21,20,21.4,20,481.00K,6.06%,3085
02/05/2010,20.75,20.7,20.8,20.7,75.00K,-1.19%,3084
02/08/2010,21.62,20.8,22.2,20.8,798.00K,4.19%,3083
02/09/2010,22.02,22.25,22.25,21.6,233.00K,1.85%,3082
02/10/2010,21.8,22,22,21.8,47.00K,-1.00%,3081
02/11/2010,21.5,21.8,21.8,21.48,81.00K,-1.38%,3080
02/12/2010,21.07,21,21.4,21,167.00K,-2.00%,3079
02/15/2010,20.75,20.9,20.9,20.7,71.00K,-1.52%,3078
02/16/2010,20.27,20.8,20.8,20,84.00K,-2.31%,3077
02/17/2010,20.02,20,20.15,20,142.00K,-1.23%,3076
02/18/2010,20.3,20.05,20.5,20.05,61.00K,1.40%,3075
02/19/2010,20.9,20.9,20.9,20.9,1.00K,2.96%,3074
02/22/2010,20.9,20.9,20.9,20.9,9.00K,0.00%,3073
02/23/2010,20.5,20.65,20.8,20.4,181.00K,-1.91%,3072
02/24/2010,20.5,20.5,20.5,20.5,42.00K,0.00%,3071
02/25/2010,20.7,20.5,21,20.5,291.00K,0.98%,3070
02/26/2010,20.9,20.7,21,20.7,71.00K,0.97%,3069
03/01/2010,21.2,21.2,22,21,266.00K,1.44%,3068
03/02/2010,21.7,21.5,21.8,21.48,315.00K,2.36%,3067
03/03/2010,22,21.5,22.05,21.5,2.03M,1.38%,3066
03/04/2010,21.88,21.9,21.9,21.88,183.00K,-0.55%,3065
03/05/2010,21.95,21.85,22.1,21.85,189.00K,0.32%,3064
03/08/2010,22.18,22.2,22.2,22.02,406.00K,1.05%,3063
03/09/2010,22,21.52,22,21.52,145.00K,-0.81%,3062
03/10/2010,21.98,21.8,22,21.7,101.00K,-0.09%,3061
03/11/2010,22.88,22,23.6,22,1.10M,4.09%,3060
03/12/2010,23.6,24,24,23,170.00K,3.15%,3059
03/15/2010,23.38,23.4,23.5,23.3,71.00K,-0.93%,3058
03/16/2010,23.02,23.2,23.2,23,76.00K,-1.54%,3057
03/17/2010,23.15,22.8,23.5,22.6,178.00K,0.56%,3056
03/18/2010,22.3,23.3,23.4,22.3,22.00K,-3.67%,3055
03/19/2010,23,23,23,23,1.00K,3.14%,3054
03/22/2010,22.52,22.8,22.8,22.5,30.00K,-2.09%,3053
03/23/2010,22.5,22.5,22.5,22.5,1.00K,-0.09%,3052
03/24/2010,22.5,22.5,22.5,22.5,65.00K,0.00%,3051
03/25/2010,22.5,22.38,22.5,22.38,11.00K,0.00%,3050
03/26/2010,22.55,22.7,22.7,22.1,28.00K,0.22%,3049
03/30/2010,22.5,22.5,23.5,22.5,11.00K,-0.22%,3048
03/31/2010,22.5,22.5,22.5,22.5,1.00K,0.00%,3047
04/01/2010,22.3,22.5,22.5,22.3,53.00K,-0.89%,3046
04/05/2010,23.12,22.5,24,22.5,36.00K,3.68%,3045
04/06/2010,23.68,23.7,24,23.5,132.00K,2.42%,3044
04/07/2010,23.98,23.9,24,23.9,795.00K,1.27%,3043
04/08/2010,23.9,23.98,23.98,23.9,6.00K,-0.33%,3042
04/12/2010,24,23.9,24,23.3,1.09M,0.42%,3041
04/15/2010,24.15,24.2,24.3,24,328.00K,0.62%,3040
04/16/2010,24.5,24.3,24.5,24,276.00K,1.45%,3039
04/19/2010,25.18,24.6,25.5,24.6,214.00K,2.78%,3038
04/20/2010,25.57,25.23,25.6,25.2,832.00K,1.55%,3037
04/21/2010,25.98,26,26,25.6,322.00K,1.60%,3036
04/22/2010,26.9,26.1,27,26,334.00K,3.54%,3035
04/23/2010,27.9,27.2,28,27.2,246.00K,3.72%,3034
04/26/2010,28,28.3,28.32,26.5,199.00K,0.36%,3033
04/27/2010,27.88,28,28,27.8,477.00K,-0.43%,3032
04/29/2010,27.93,27.82,28,27.75,173.00K,0.18%,3031
04/30/2010,28.1,27.9,28.1,27.9,3.11M,0.61%,3030
05/03/2010,28.5,28.3,28.8,28.2,1.38M,1.42%,3029
05/04/2010,28.05,28.3,28.3,28,72.00K,-1.58%,3028
05/05/2010,28.02,28,28.15,27.95,220.00K,-0.11%,3027
05/06/2010,28.05,28.3,28.5,28,55.00K,0.11%,3026
05/07/2010,28,28.1,28.1,28,121.00K,-0.18%,3025
05/11/2010,28.25,28,28.3,28,103.00K,0.89%,3024
05/12/2010,28.1,28.1,28.25,28.1,28.00K,-0.53%,3023
05/13/2010,28.02,28.1,28.1,28,119.00K,-0.28%,3022
05/14/2010,28.1,28.1,28.2,28.05,39.00K,0.29%,3021
05/17/2010,28.5,28.2,28.5,28.2,52.00K,1.42%,3020
05/18/2010,28.5,28.4,28.9,28.4,151.00K,0.00%,3019
05/19/2010,28.65,28.98,29.2,28.5,399.00K,0.53%,3018
05/20/2010,28.5,28.6,28.6,28.1,441.00K,-0.52%,3017
05/21/2010,29.5,28.8,29.52,28.8,6.40M,3.51%,3016
05/24/2010,30.55,30,31.2,30,8.96M,3.56%,3015
05/25/2010,30.2,31,31,30,342.00K,-1.15%,3014
05/26/2010,29.43,30.2,30.2,29.4,212.00K,-2.55%,3013
05/31/2010,30.5,29.6,30.5,29.6,3.58M,3.64%,3012
06/01/2010,30.38,30.5,30.5,30.02,178.00K,-0.39%,3011
06/02/2010,30.48,30.02,30.5,30,298.00K,0.33%,3010
06/03/2010,30.07,30.8,30.8,29.45,32.00K,-1.35%,3009
06/04/2010,30,30,30.02,30,445.00K,-0.23%,3008
06/07/2010,30.2,30,30.3,30,396.00K,0.67%,3007
06/08/2010,30.48,30.5,30.5,30,242.00K,0.93%,3006
06/09/2010,30.3,30.5,30.8,30.3,799.00K,-0.59%,3005
06/10/2010,30.45,30.45,30.68,30.1,381.00K,0.50%,3004
06/11/2010,30.93,30.5,31,30.5,5.93M,1.58%,3003
06/14/2010,31.5,30.8,31.5,30.7,806.00K,1.84%,3002
06/15/2010,31.4,31.55,31.55,31.3,110.00K,-0.32%,3001
06/16/2010,31.18,31.4,31.5,31,86.00K,-0.70%,3000
06/17/2010,31.07,31.02,31.27,31,192.00K,-0.35%,2999
06/21/2010,30.98,31.3,31.3,30.9,62.00K,-0.29%,2998
06/22/2010,30.55,30.75,30.75,30.55,18.00K,-1.39%,2997
06/23/2010,30.8,30.6,30.8,30.5,43.00K,0.82%,2996
06/24/2010,30.5,30.6,30.6,30.4,2.16M,-0.97%,2995
06/28/2010,30.5,30.3,30.5,30.1,761.00K,0.00%,2994
06/29/2010,30.5,30.5,30.5,30.4,562.00K,0.00%,2993
06/30/2010,30.5,30.5,30.6,30.5,241.00K,0.00%,2992
07/01/2010,30,30.5,30.5,30,15.00K,-1.64%,2991
07/02/2010,30.3,30,30.5,29.7,1.07M,1.00%,2990
07/05/2010,30.48,30.3,30.52,30.3,164.00K,0.59%,2989
07/06/2010,30.3,30.5,30.52,30,1.11M,-0.59%,2988
07/07/2010,29.55,30,30,29.5,762.00K,-2.48%,2987
07/08/2010,30.15,30,30.2,29.9,171.00K,2.03%,2986
07/09/2010,30,30.23,30.23,30,107.00K,-0.50%,2985
07/12/2010,30,30,30,29.9,44.00K,0.00%,2984
07/13/2010,30,30,30,30,22.00K,0.00%,2983
07/14/2010,30.05,30,30.5,30,71.00K,0.17%,2982
07/15/2010,30.07,30.1,30.1,30,43.00K,0.07%,2981
07/16/2010,30.1,30.43,30.45,30.1,84.00K,0.10%,2980
07/19/2010,30.18,30.15,30.3,30.15,34.00K,0.27%,2979
07/20/2010,30.5,30.18,30.6,30.18,305.00K,1.06%,2978
07/21/2010,29.62,30.7,30.7,29.5,590.00K,-2.89%,2977
07/22/2010,30.3,30.07,30.4,30.02,37.00K,2.30%,2976
07/23/2010,30.48,30.5,30.5,30.3,608.00K,0.59%,2975
07/26/2010,30.5,30.3,30.6,30.3,754.00K,0.07%,2974
07/27/2010,31.35,30.98,31.55,30.98,725.00K,2.79%,2973
07/28/2010,31.98,31.5,32,31.5,764.00K,2.01%,2972
07/29/2010,31.77,31.9,32,31.5,190.00K,-0.66%,2971
07/30/2010,31.32,31.77,31.77,31.02,494.00K,-1.42%,2970
08/02/2010,31.59,31.8,31.85,31.5,202.00K,0.86%,2969
08/03/2010,31.51,31.8,31.8,31.5,371.00K,-0.25%,2968
08/04/2010,31.5,31.5,31.5,31.5,54.00K,-0.03%,2967
08/05/2010,30.97,31.01,31.01,30,206.00K,-1.68%,2966
08/06/2010,30.21,30.7,30.7,30.2,27.00K,-2.45%,2965
08/09/2010,29.68,30.1,30.1,29.2,124.00K,-1.75%,2964
08/10/2010,31,29.6,31,29.2,255.00K,4.45%,2963
08/11/2010,30.5,30.7,31,30.5,148.00K,-1.61%,2962
08/12/2010,30,30,30.01,30,61.00K,-1.64%,2961
08/13/2010,30.7,30,30.7,29.8,2.04M,2.33%,2960
08/16/2010,31.58,31.8,31.8,31.5,237.00K,2.87%,2959
08/17/2010,32.49,31.8,32.5,31.8,2.36M,2.88%,2958
08/18/2010,32.47,32.51,32.51,32.4,940.00K,-0.06%,2957
08/20/2010,32.25,32.6,32.6,32.01,55.00K,-0.68%,2956
08/23/2010,32.01,32.25,32.5,32,783.00K,-0.74%,2955
08/25/2010,32.42,32.49,32.5,32.3,2.19M,1.28%,2954
08/26/2010,33,32.4,33.1,32.1,5.22M,1.79%,2953
08/27/2010,32.98,33.2,33.2,32.5,1.39M,-0.06%,2952
08/30/2010,32.95,33,33.2,32.5,6.31M,-0.09%,2951
08/31/2010,33,33.2,34,32.5,500.00K,0.15%,2950
09/01/2010,33,33,33,32.5,251.00K,0.00%,2949
09/02/2010,33,32.99,34.9,32.98,1.65M,0.00%,2948
09/03/2010,33.5,33.9,34.9,33.15,1.39M,1.52%,2947
09/06/2010,32.61,33.9,33.9,32.5,379.00K,-2.66%,2946
09/07/2010,33,33,33,33,269.00K,1.20%,2945
09/08/2010,33,33,33,32.6,957.00K,0.00%,2944
09/09/2010,33,33,33,32.8,1.24M,0.00%,2943
09/13/2010,33.44,33.05,34,33.05,4.52M,1.33%,2942
09/14/2010,34.9,33.7,35.51,33.7,4.13M,4.37%,2941
09/15/2010,34.9,36,36,33.01,574.00K,0.00%,2940
09/16/2010,34.9,34.9,35,34.85,150.00K,0.00%,2939
09/17/2010,34.87,35,35,34.8,2.05M,-0.09%,2938
09/20/2010,34.92,35,35,34.5,581.00K,0.14%,2937
09/21/2010,34.97,35,35,34.8,3.45M,0.14%,2936
09/23/2010,35.03,35,36,35,477.00K,0.17%,2935
09/24/2010,35.06,35.1,35.4,35,891.00K,0.09%,2934
09/27/2010,35.2,35.5,36,35.1,1.31M,0.40%,2933
09/28/2010,34.9,35.3,35.31,34.8,517.00K,-0.85%,2932
09/29/2010,34.95,35.2,35.2,34.9,89.00K,0.14%,2931
09/30/2010,34.52,35.2,35.2,34.5,517.00K,-1.23%,2930
10/01/2010,35,35.2,35.2,34.8,1.74M,1.39%,2929
10/04/2010,35.04,35,35.3,34.99,1.15M,0.11%,2928
10/05/2010,34.92,35.05,35.2,34.5,5.33M,-0.34%,2927
10/06/2010,34.21,34.9,34.9,34.2,115.00K,-2.03%,2926
10/07/2010,33.51,33.5,34.5,33.5,535.00K,-2.05%,2925
10/08/2010,34.18,33.5,34.2,33,1.15M,2.00%,2924
10/11/2010,34.15,34.19,34.2,33.8,194.00K,-0.09%,2923
10/12/2010,34,33,34.3,33,13.85M,-0.44%,2922
10/13/2010,34.17,33,34.4,32.5,6.95M,0.50%,2921
10/14/2010,34.01,34.7,34.7,34,5.31M,-0.47%,2920
10/15/2010,34.46,34.5,34.5,34.2,1.23M,1.32%,2919
10/18/2010,34.64,34.5,34.71,34.3,1.36M,0.52%,2918
10/19/2010,34.71,34.5,34.8,34.3,237.00K,0.20%,2917
10/20/2010,34.81,34.72,34.85,34.72,186.00K,0.29%,2916
10/21/2010,34.81,34.8,34.9,34.51,1.26M,0.00%,2915
10/25/2010,34.98,34.85,35,34.8,666.00K,0.49%,2914
10/26/2010,35.01,35,35.25,35,633.00K,0.09%,2913
10/27/2010,35.14,35.1,35.2,35,272.00K,0.37%,2912
10/28/2010,35.5,35.14,35.5,35,10.08M,1.02%,2911
10/29/2010,35.98,35.8,36,35.4,266.00K,1.35%,2910
11/01/2010,37.06,36,39.44,36,266.00K,3.00%,2909
11/02/2010,36.62,37.01,37.01,36.5,96.00K,-1.19%,2908
11/03/2010,36.25,36.6,36.6,36.02,78.00K,-1.01%,2907
11/04/2010,36,36.01,36.02,35.61,114.00K,-0.69%,2906
11/08/2010,36.36,36.5,37,36,166.00K,1.00%,2905
11/09/2010,36.14,36.3,36.3,36.1,201.00K,-0.61%,2904
11/10/2010,36,36.1,36.2,35.8,683.00K,-0.39%,2903
11/11/2010,36,36,36,36,32.00K,0.00%,2902
11/12/2010,36,36.01,36.29,36,373.00K,0.00%,2901
11/15/2010,34.43,35.35,35.35,33.51,273.00K,-4.36%,2900
11/16/2010,34.98,34.3,35.2,34.25,654.00K,1.60%,2899
11/18/2010,35.21,35,35.3,35,360.00K,0.66%,2898
11/22/2010,35,35.01,35.2,35,510.00K,-0.60%,2897
11/23/2010,34.51,34.5,34.51,34.5,114.00K,-1.40%,2896
11/24/2010,34.45,33.7,34.5,33.7,40.00K,-0.17%,2895
11/25/2010,34,33.71,34.1,33.71,46.00K,-1.31%,2894
11/26/2010,34,34,34.1,34,142.00K,0.00%,2893
11/29/2010,33.01,33.9,34,33,1.03M,-2.91%,2892
11/30/2010,34.97,34,35.01,34,1.07M,5.94%,2891
12/01/2010,35,35,35,34.02,360.00K,0.09%,2890
12/02/2010,34.7,34.92,34.92,34.7,180.00K,-0.86%,2889
12/03/2010,34.7,34.22,34.7,34.22,329.00K,0.00%,2888
12/06/2010,34.51,34.5,34.52,34.5,181.00K,-0.55%,2887
12/07/2010,34.6,34.5,34.6,34.5,202.00K,0.26%,2886
12/08/2010,34.4,34.4,34.4,34.4,48.00K,-0.58%,2885
12/09/2010,34.28,34.3,34.3,34.11,143.00K,-0.35%,2884
12/10/2010,34.12,34.11,34.12,34.11,35.00K,-0.47%,2883
12/13/2010,34.03,34.12,34.12,34,39.00K,-0.26%,2882
12/14/2010,33.7,34,34,33.7,144.00K,-0.97%,2881
12/15/2010,33.56,33.51,33.57,33.51,23.00K,-0.42%,2880
12/16/2010,34.3,33.55,34.3,33.55,551.00K,2.20%,2879
12/17/2010,34.3,34.29,34.3,34.29,24.00K,0.00%,2878
12/21/2010,34.31,34.3,34.31,34.3,69.00K,0.03%,2877
12/22/2010,34.3,33.6,34.31,33.6,51.00K,-0.03%,2876
12/23/2010,34.5,34.3,34.5,34.3,356.00K,0.58%,2875
12/24/2010,35,35,35,35,5.00K,1.45%,2874
12/27/2010,34.21,34.21,34.21,34.21,10.00K,-2.26%,2873
12/28/2010,34.5,34.25,34.5,34.2,344.00K,0.85%,2872
12/29/2010,34.5,34.3,34.5,34.3,146.00K,0.00%,2871
12/30/2010,34.32,34.3,34.4,34.3,42.00K,-0.52%,2870
12/31/2010,34.5,34.21,34.5,34.21,11.00K,0.52%,2869
01/03/2011,34.46,34.4,34.5,34.3,16.00K,-0.12%,2868
01/04/2011,34.07,34.02,34.1,34.02,13.00K,-1.13%,2867
01/05/2011,34.05,34.01,34.05,34.01,41.00K,-0.06%,2866
01/06/2011,34.23,34.1,34.43,34.05,64.00K,0.53%,2865
01/07/2011,34.78,34.22,35,34.22,107.00K,1.61%,2864
01/10/2011,34.45,34.31,34.5,34.31,101.00K,-0.95%,2863
01/11/2011,34.95,34.47,35.01,34.47,1.92M,1.45%,2862
01/12/2011,35.01,34.95,35.01,34.9,645.00K,0.17%,2861
01/13/2011,35.05,35,35.45,35,1.01M,0.11%,2860
01/14/2011,35,35,35.05,35,186.00K,-0.14%,2859
01/17/2011,35.12,35,35.2,34.45,3.71M,0.34%,2858
01/18/2011,36.16,35,36.3,35,305.00K,2.96%,2857
01/20/2011,38.72,36.5,39,36.2,7.97M,7.08%,2856
01/21/2011,39.02,39,39.49,38.8,1.26M,0.77%,2855
01/24/2011,37.77,39.5,39.6,35.9,610.00K,-3.20%,2854
01/25/2011,38.5,38.5,39,38.5,3.19M,1.93%,2853
01/26/2011,39.4,38.9,39.4,37.5,3.24M,2.34%,2852
01/27/2011,39,39.45,39.9,38,2.26M,-1.02%,2851
01/28/2011,39.5,40,40,39.35,2.30M,1.28%,2850
01/31/2011,41.41,39.8,41.5,39.8,4.52M,4.84%,2849
02/01/2011,41.01,41.5,41.55,40.9,794.00K,-0.97%,2848
02/02/2011,40,41,41,39.65,1.43M,-2.46%,2847
02/03/2011,40.78,40,40.9,40,311.00K,1.95%,2846
02/07/2011,40.71,40.5,40.9,40.2,577.00K,-0.17%,2845
02/08/2011,40.5,40.8,41,40.2,1.53M,-0.52%,2844
02/09/2011,40,40.2,40.4,39.2,1.15M,-1.23%,2843
02/10/2011,39.44,39.5,40,39.25,35.00K,-1.40%,2842
02/11/2011,39.41,39.05,39.55,39,659.00K,-0.08%,2841
02/14/2011,39,39.1,39.11,39,83.00K,-1.04%,2840
02/15/2011,38.3,38.6,38.75,38.2,429.00K,-1.79%,2839
02/18/2011,38.6,38.5,38.6,38.3,375.00K,0.78%,2838
02/21/2011,38,38,38.5,38,151.00K,-1.55%,2837
02/22/2011,38.07,38,38.5,38,164.00K,0.18%,2836
02/23/2011,38.51,38.05,38.51,38.05,663.00K,1.16%,2835
02/24/2011,39.08,38.5,39.5,38.5,1.90M,1.48%,2834
02/25/2011,39,39,39.01,38.99,423.00K,-0.20%,2833
02/28/2011,39,39,39.1,39,371.00K,0.00%,2832
03/01/2011,38.98,39,39,38.6,361.00K,-0.05%,2831
03/03/2011,38.99,38.6,39.01,38.6,780.00K,0.03%,2830
03/04/2011,39,38.7,39,38.65,124.00K,0.03%,2829
03/07/2011,38.91,39,39,38.6,82.00K,-0.23%,2828
03/08/2011,39,38,39,38,200.00K,0.23%,2827
03/09/2011,38.54,38.1,38.55,38.1,402.00K,-1.18%,2826
03/10/2011,38.5,38.5,38.6,38.5,317.00K,-0.10%,2825
03/11/2011,38.74,38.5,38.9,38,60.00K,0.62%,2824
03/14/2011,38,38,38,38,253.00K,-1.91%,2823
03/15/2011,38,38.5,38.5,38,273.00K,0.00%,2822
03/16/2011,38,38.1,38.1,38,193.00K,0.00%,2821
03/17/2011,38,38,38.2,38,15.00K,0.00%,2820
03/18/2011,38.2,38.1,38.2,38,111.00K,0.53%,2819
03/21/2011,39,39,39,38.8,5.01M,2.09%,2818
03/22/2011,38.71,39,39,38.1,28.00K,-0.74%,2817
03/23/2011,39,38.5,39,38.2,3.68M,0.75%,2816
03/24/2011,39,39,39,39,174.00K,0.00%,2815
03/25/2011,39,38.6,39,38.6,213.00K,0.00%,2814
03/28/2011,39,38.98,39,38.98,65.00K,0.00%,2813
03/29/2011,38.97,39,39,38.8,5.55M,-0.08%,2812
03/30/2011,38.98,38.8,39,38.8,109.00K,0.03%,2811
03/31/2011,38.21,38.21,38.21,38.2,117.00K,-1.98%,2810
04/01/2011,39.3,38.2,39.5,38.2,200.00K,2.85%,2809
04/04/2011,39.24,39.2,39.4,39.2,33.00K,-0.15%,2808
04/05/2011,39,39,39,39,45.00K,-0.61%,2807
04/06/2011,40.02,39.5,40.2,39.5,1.06M,2.62%,2806
04/07/2011,40,40,40,40,144.00K,-0.05%,2805
04/08/2011,39.8,40,40,39.6,72.00K,-0.50%,2804
04/11/2011,40.96,40,41.6,40,818.00K,2.91%,2803
04/12/2011,41.75,41.4,42.5,41,1.64M,1.93%,2802
04/18/2011,42.48,42,42.5,42,180.00K,1.75%,2801
04/19/2011,41.74,42.48,42.6,41.5,944.00K,-1.74%,2800
04/20/2011,41.83,42,42,41.8,20.00K,0.22%,2799
04/21/2011,41.2,41.01,41.2,40,81.00K,-1.51%,2798
04/25/2011,40.5,40.5,40.5,40.5,10.00K,-1.70%,2797
04/26/2011,39.36,40.5,40.5,39,92.00K,-2.81%,2796
04/27/2011,40,40.3,40.4,40,19.00K,1.63%,2795
04/28/2011,40.1,39.15,40.1,39.1,15.00K,0.25%,2794
04/29/2011,40,40.2,40.99,40,214.00K,-0.25%,2793
05/03/2011,39.72,39.5,40,39.5,309.00K,-0.70%,2792
05/04/2011,39.97,39.5,40,39.5,253.00K,0.63%,2791
05/05/2011,40,40,40,40,66.00K,0.08%,2790
05/06/2011,39.8,40,40,39.8,120.00K,-0.50%,2789
05/09/2011,40,39.9,40,39.5,496.00K,0.50%,2788
05/10/2011,39.5,39,39.5,39,2.00K,-1.25%,2787
05/11/2011,39.5,40,40,39.5,225.00K,0.00%,2786
05/12/2011,39.94,40,40,39.6,200.00K,1.11%,2785
05/13/2011,39.9,39.9,39.9,39.9,13.00K,-0.10%,2784
05/16/2011,39.2,39.5,39.5,39,166.00K,-1.75%,2783
05/19/2011,39,39,39,39,3.00K,-0.51%,2782
05/20/2011,39,38.9,39,38.9,200.00K,0.00%,2781
05/23/2011,38.9,39,39,38.9,83.00K,-0.26%,2780
05/24/2011,39,38.91,39,38.9,123.00K,0.26%,2779
05/25/2011,39,38.9,39,38.81,210.00K,0.00%,2778
05/26/2011,38.9,39,39,38.9,150.00K,-0.26%,2777
05/27/2011,39,38.9,39,38.9,37.00K,0.26%,2776
05/30/2011,38.69,38.2,39,38.2,43.00K,-0.79%,2775
05/31/2011,38.28,38.5,38.9,38.01,599.00K,-1.06%,2774
06/01/2011,38,38,38,38,1.00K,-0.73%,2773
06/02/2011,38,38.5,38.5,38,864.00K,0.00%,2772
06/03/2011,38,38.5,38.5,38,144.00K,0.00%,2771
06/06/2011,38,38,38,38,,0.00%,2770
06/07/2011,37.38,37.51,37.51,37.3,252.00K,-1.63%,2769
06/08/2011,37.33,37.3,37.51,37.3,93.00K,-0.13%,2768
06/09/2011,37.3,37.3,37.3,37.3,66.00K,-0.08%,2767
06/10/2011,37.2,37.2,37.2,37.2,41.00K,-0.27%,2766
06/13/2011,36.96,37.01,37.01,36.52,25.00K,-0.65%,2765
06/14/2011,37.5,37.98,38.81,36.8,1.64M,1.46%,2764
06/16/2011,36.81,37,37,36.52,22.00K,-1.84%,2763
06/17/2011,37.1,36.85,37.1,36.52,69.00K,0.79%,2762
06/20/2011,37.1,38,38,37.1,2.00K,0.00%,2761
06/21/2011,37,37,37,37,30.00K,-0.27%,2760
